task_id,algorithm,action_id,action,digital_twin_orchestration,reference_action,priority_score,high_priority,dependency_count,dependency_met,deadline_ms,exec_delay_ms,exec_energy_kj,exec_cpu_util,bandwidth_utilization,deadline_met,compute_energy_kj,comm_energy_kj,data_in_mb,data_out_mb,cpu_cores,memory_quota,priority_qos,failure_probability,original_action_id,original_action,reorchestrated,dt_recovered,dt_recovery_time_ms,trust_threshold,dt_timeliness,dt_reliability,dt_availability,dtt_score,trust_violation,dt_original_predicted_dtt,dt_selected_predicted_dtt,task_count,avg_delay_ms,avg_energy_kj,success_rate,advanced_task_priority_rate,high_priority_completion_rate,dependency_aware_success_rate,fuzzy_accuracy,edge_hourly_energy_kj,edge_cpu_utilization,edge_bandwidth_utilization,edge_cpu_bw_utilization,avg_dtt_score,trust_violation_rate,high_priority_trusted_completion_rate,reorchestration_count,reorchestration_rate,dt_recovered_count,dt_recovered_rate,avg_recovery_time_ms
2089,Random,0,terminal,0,0,0.3,0,0,1,36.46700572742893,46.39008302907751,0.05942545119227066,0.5409985787274363,0.48455695942024274,0,0.05942545119227066,0.0,1.768006944656372,1.2376048612594603,,,0,0.155,0,terminal,0,0,0.0,0.8,0.7860948579154569,0.845,1.0,0.664250154938561,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2090,Random,2,cloud,0,0,0.3,0,0,1,35.94195377225543,119.4727578366213,0.04268815806686226,0.46087943012927624,0.6523352369400467,0,0.0407802935836445,0.001907864483217761,1.0126632404327394,0.7088642683029175,,,0,0.155,2,cloud,0,0,0.0,0.8,0.30083806905508925,0.845,1.0,0.2542081683515504,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2091,Random,0,terminal,0,0,0.3,0,0,1,35.51990776738646,39.211732873563065,0.05671308334176253,0.5406581541612648,0.475295462090428,0,0.05671308334176253,0.0,0.6872945404052735,0.4811061782836914,,,0,0.155,0,terminal,0,0,0.0,0.8,0.9058489682646576,0.845,1.0,0.7654423781836356,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2092,Random,2,cloud,0,0,0.3,0,0,1,36.12139291350724,120.0,0.051711896238470764,0.4607943239877334,0.6683953009645615,0,0.04204637535446626,0.009665520884004504,1.4811703777313232,1.0368192644119263,,,0,0.155,2,cloud,0,0,0.0,0.8,0.30101160761256035,0.845,1.0,0.2543548084326135,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2093,Random,0,terminal,0,0,0.3,0,0,1,35.93058918217044,42.930463792715756,0.05754668025440406,0.5403858145083277,0.47861301848746207,0,0.05754668025440406,0.0,1.0744159984588624,0.7520911989212036,,,0,0.155,0,terminal,0,0,0.0,0.8,0.8369485444102512,0.845,1.0,0.7072215200266623,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2094,Random,0,terminal,0,0,0.3,0,0,1,35.75459552174632,37.7729608572448,0.05698687701507951,0.5403631195372496,0.47664208991800777,0,0.05698687701507951,0.0,0.8444308376312256,0.5911015863418579,,,0,0.155,0,terminal,0,0,0.0,0.8,0.94656586908486,0.845,1.0,0.7998481593767066,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2095,Random,2,cloud,0,0,0.3,0,0,1,36.331280919994676,106.86493391145396,0.04545708540192165,0.46076595527388575,0.6745825180351357,0,0.042535111603065716,0.002921973798855933,1.6616650104522706,1.1631655073165894,,,0,0.155,2,cloud,0,0,0.0,0.8,0.3399738304250299,0.845,1.0,0.2872778867091502,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2096,Random,2,cloud,0,0,0.3,0,0,1,36.35067695747323,120.0,0.048985604158099,0.46076595527388575,0.6833103621495831,0,0.04323333913222151,0.005752265025877492,1.916275281906128,1.3413926973342896,,,0,0.155,2,cloud,0,0,0.0,0.8,0.3029223079789436,0.845,1.0,0.25596935024220735,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2097,Random,2,cloud,0,0,0.3,0,1,0,36.198698914788245,98.01668683268909,0.04337541612236618,0.460226949710781,0.6644716714700011,0,0.041607662653971894,0.0017677534683942834,1.3667095375061036,0.9566966762542725,,,0,0.155,2,cloud,0,0,0.0,0.8,0.36931159463263746,0.845,1.0,0.31206829746457865,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2098,Random,2,cloud,0,0,0.3,0,0,1,36.16611399032709,120.0,0.04477290160509012,0.4609645362708191,0.6612874085430501,0,0.04151519066302421,0.0032577109420659084,1.2738176345825196,0.8916723442077636,,,0,0.155,2,cloud,0,0,0.0,0.8,0.30138428325272576,0.845,1.0,0.25466971934855326,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2099,Random,0,terminal,0,0,0.3,0,0,1,36.111504239202425,40.00899721656398,0.05794527752791258,0.5408170189588115,0.4794975746154591,0,0.05794527752791258,0.0,1.1776337337493896,0.8243436136245726,,,0,0.155,0,terminal,0,0,0.0,0.8,0.9025845872550896,0.845,1.0,0.7626839762305507,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2100,Random,2,cloud,0,0,0.3,0,0,1,36.52592850908197,120.0,0.04890761242823099,0.4609077988431239,0.6753458593638257,0,0.04262738449459331,0.006280227933637679,1.6839333438873292,1.1787533407211304,,,0,0.155,2,cloud,0,0,0.0,0.8,0.30438273757568307,0.845,1.0,0.2572034132514522,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2101,Random,2,cloud,0,0,0.3,0,0,1,36.408131307733335,97.8587971612768,0.044831144827611254,0.4610780111262096,0.6684271320799827,0,0.042111333014164726,0.0027198118134465297,1.4820989608764648,1.0374692726135253,,,0,0.155,2,cloud,0,0,0.0,0.8,0.37204760699981515,0.845,1.0,0.31438022791484377,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2102,Random,0,terminal,0,0,0.3,0,0,1,36.12361637736002,42.01176418919139,0.05767192706497845,0.5408170189588115,0.47852132296212296,0,0.05767192706497845,0.0,1.063716163635254,0.7446013145446777,,,0,0.155,0,terminal,0,0,0.0,0.8,0.8598452617863107,0.845,1.0,0.7265692462094325,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2103,Random,0,terminal,0,0,0.3,0,0,1,36.621804319297446,45.10839226659697,0.05952490267877444,0.5404085094794058,0.4856497298606515,0,0.05952490267877444,0.0,1.895520944595337,1.3268646612167359,,,0,0.155,0,terminal,0,0,0.0,0.8,0.8118623271443018,0.845,1.0,0.686023666436935,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2104,Random,2,cloud,0,0,0.3,0,0,1,35.82118392981046,110.25053618351917,0.04430471511988992,0.46116311726775244,0.6433656448389528,0,0.040125137386021754,0.0041795777338681644,0.7510006523132324,0.5257004566192627,,,0,0.155,2,cloud,0,0,0.0,0.8,0.3249071176414396,0.845,1.0,0.27454651440701644,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2105,Random,0,terminal,0,0,0.65,0,0,1,31.03614961665455,36.19076770532888,0.057975416730040766,0.5402950346240153,0.4802576950415551,0,0.057975416730040766,0.0,1.2663312244415283,0.8864318571090698,,,0,0.10250000000000001,0,terminal,0,0,0.0,0.8,0.8575709106078083,0.8975,1.0,0.769669892270508,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2106,Random,2,cloud,0,0,0.3,0,0,1,36.73967692892728,103.58078417238218,0.054746648739832204,0.4609077988431239,0.6861749359873364,0,0.04349371062447416,0.01125293811535805,1.9998411560058593,1.3998888092041015,,,0,0.155,2,cloud,0,0,0.0,0.8,0.35469587551861004,0.845,1.0,0.29971801481322546,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2107,Random,0,terminal,0,0,0.3,0,0,1,35.94549195023905,40.3981121781913,0.05700457922473078,0.5402723396529372,0.47681878695072416,0,0.05700457922473078,0.0,0.8650493907928467,0.6055345735549926,,,0,0.155,0,terminal,0,0,0.0,0.8,0.8897814777009316,0.845,1.0,0.7518653486572872,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2108,Random,0,terminal,0,0,0.3,0,1,0,36.41579214443581,55.2418149566779,0.05888181011034759,0.5409758837563582,0.48264375284150796,0,0.05888181011034759,0.0,1.5447572898864745,1.081330102920532,,,0,0.155,0,terminal,0,0,0.0,0.8,0.6592070186867329,0.845,1.0,0.5570299307902893,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2109,Random,0,terminal,0,0,0.3,0,0,1,36.437455691138595,43.48247350576162,0.059168866939361686,0.5411120535828268,0.48349874351918687,0,0.059168866939361686,0.0,1.6445250701904297,1.1511675491333007,,,0,0.155,0,terminal,0,0,0.0,0.8,0.8379802884560023,0.845,1.0,0.7080933437453218,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2110,Random,0,terminal,0,0,0.3,0,0,1,36.46835119328875,44.76738882246224,0.05921118530153883,0.5404085094794058,0.4845293106562386,0,0.05921118530153883,0.0,1.7647806453704833,1.2353464517593382,,,0,0.155,0,terminal,0,0,0.0,0.8,0.814618680082377,0.845,1.0,0.6883527846696086,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2111,Random,2,cloud,0,0,0.3,0,0,1,36.37913575571369,95.57226687426348,0.04972921982580973,0.46048226813540954,0.6716200379120627,0,0.04223570202275512,0.007493517803054614,1.5752429962158203,1.1026700973510741,,,0,0.155,2,cloud,0,0,0.0,0.8,0.3806453163193744,0.845,1.0,0.3216452922898714,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2112,Random,2,cloud,0,0,0.3,0,0,1,36.428789337609025,95.57097686722945,0.04856182485863181,0.4605390055631048,0.6773043472889543,0,0.042702929006999395,0.00585889585163241,1.74106671333313,1.2187466993331908,,,0,0.155,2,cloud,0,0,0.0,0.8,0.38117000089072206,0.845,1.0,0.32208865075266013,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2113,Random,2,cloud,0,0,0.3,0,0,1,35.966569641750105,108.21035775123094,0.046359952856616995,0.4605106368492572,0.6600417164145547,0,0.041315677420000946,0.005044275436616046,1.2374780750274659,0.866234652519226,,,0,0.155,2,cloud,0,0,0.0,0.8,0.3323764045252957,0.845,1.0,0.28085806182387485,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2114,Random,2,cloud,0,0,0.3,0,0,1,35.68874790894608,110.6267209514017,0.041559860380150755,0.46048226813540954,0.6433143219096494,0,0.039971244742562057,0.0015886156375887013,0.7495034503936767,0.5246524152755737,,,0,0.155,2,cloud,0,0,0.0,0.8,0.32260513194297913,0.845,1.0,0.27260133649181734,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2115,Random,0,terminal,0,0,0.3,0,0,1,36.07373456100162,38.83727225449775,0.05771924974965347,0.5404992893637182,0.47908749454411476,0,0.05771924974965347,0.0,1.129782009124756,0.7908474063873291,,,0,0.155,0,terminal,0,0,0.0,0.8,0.9288431567647988,0.845,1.0,0.7848724674662549,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2116,Random,2,cloud,0,0,0.3,0,0,1,36.34536576964841,119.04897173705939,0.053106983257382105,0.4605390055631048,0.669872959212419,0,0.04210841796087657,0.010998565296505535,1.5242768955230712,1.0669938268661499,,,0,0.155,2,cloud,0,0,0.0,0.8,0.3052976034931536,0.845,1.0,0.2579764749517148,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2117,Random,1,edge,0,0,0.3,0,0,1,36.13897042580524,17.065039280471595,0.02882881024606028,0.7405446793058743,0.7552285655356569,1,0.027759067270709314,0.0010697429753509645,1.295994348526001,0.9071960439682006,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2118,Random,1,edge,0,0,0.3,0,0,1,36.252542868338146,23.76287877743364,0.029594074101968428,0.7405106368492571,0.7590715695207074,1,0.028010444855025265,0.0015836292469431645,1.482842378616333,1.037989665031433,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2119,Random,2,cloud,0,0,0.3,0,0,1,36.17579262511552,120.0,0.04569173970195322,0.4602836871384762,0.6673491638977379,0,0.04185034428228379,0.003841395419669426,1.4506522750854491,1.0154565925598142,,,0,0.155,2,cloud,0,0,0.0,0.8,0.30146493854262935,0.845,1.0,0.2547378730685218,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2120,Random,2,cloud,0,0,0.3,0,0,1,36.15079404523647,120.0,0.044186346375572554,0.4611914859816001,0.6703606197204136,0,0.0422909764935851,0.0018953698819874584,1.5385030174255372,1.076952112197876,,,0,0.155,2,cloud,0,0,0.0,0.8,0.30125661704363726,0.845,1.0,0.2545618414018735,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2121,Random,2,cloud,0,0,0.3,0,0,1,36.55531013617704,120.0,0.04670387226856338,0.460822692701581,0.682106257831553,0,0.04314949302087205,0.003554379247691329,1.8811489295959474,1.3168042507171631,,,0,0.155,2,cloud,0,0,0.0,0.8,0.30462758446814203,0.845,1.0,0.25741030887558003,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2122,Random,1,edge,0,0,0.3,0,0,1,36.93052192262068,19.56287399561626,0.0322411954800783,0.7410212736985143,0.7812373402203043,1,0.02956050312197648,0.002680692358101814,2.5605489349365236,1.7923842544555664,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2123,Random,1,edge,0,0,0.3,0,0,1,36.01079557078673,20.399654598842762,0.02892346714642084,0.7412936133514515,0.7531720151265524,1,0.027728062899892457,0.0011954042465283819,1.1960042381286622,0.8372029666900634,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2124,Random,2,cloud,0,0,0.3,0,0,1,35.915060298227935,116.3540162645091,0.04489892218023581,0.4611063798400572,0.6554244910046356,0,0.04107736284518343,0.003821559335052383,1.1027835273742677,0.7719484691619873,,,0,0.155,2,cloud,0,0,0.0,0.8,0.30867056807546517,0.845,1.0,0.26082663002376805,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2125,Random,0,terminal,0,0,0.3,0,0,1,36.0630010959653,38.5377843544978,0.05807467392206167,0.5408397139298896,0.4799313358807154,0,0.05807467392206167,0.0,1.2282487869262695,0.8597741508483886,,,0,0.155,0,terminal,0,0,0.0,0.8,0.9357829387447992,0.845,1.0,0.7907365832393554,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2126,Random,0,terminal,0,0,0.3,0,1,0,36.19600078956343,44.86071547926258,0.058647163648191745,0.5405900692480305,0.48228799789778953,0,0.058647163648191745,0.0,1.5032446956634522,1.0522712869644164,,,0,0.155,0,terminal,0,0,0.0,0.8,0.8068529537005595,0.845,1.0,0.6817907458769727,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2127,Random,1,edge,0,0,0.3,0,0,1,36.37028142130161,20.3312097667655,0.033444502876550465,0.7412936133514515,0.7630459472982805,1,0.028386325044674324,0.005058177831876141,1.6760778427124023,1.1732544898986816,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2128,Random,0,terminal,0,0,0.3,0,0,1,36.26569871657705,43.4216586657273,0.05898897595653197,0.540703544103421,0.48336691257262365,0,0.05898897595653197,0.0,1.6291418838500977,1.1403993186950683,,,0,0.155,0,terminal,0,0,0.0,0.8,0.8351983740593851,0.845,1.0,0.7057426260801805,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2129,Random,0,terminal,0,0,0.3,0,0,1,35.98456182099719,42.02452714337962,0.05745397221148039,0.5405446793058744,0.4780833373372299,0,0.05745397221148039,0.0,1.0126081752777099,0.7088257226943968,,,0,0.155,0,terminal,0,0,0.0,0.8,0.8562752341799058,0.845,1.0,0.7235525728820204,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2130,Random,2,cloud,0,0,0.3,0,0,1,36.430384464398585,105.63006635683988,0.048108667210983266,0.46507799977872405,0.6926658705239528,0,0.04493042959323551,0.0031782376177477544,2.1891958904266358,1.532437123298645,,,0,0.155,2,cloud,0,0,0.0,0.8,0.34488650552702793,0.845,1.0,0.2914290971703386,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2131,Random,2,cloud,0,0,0.3,0,0,1,35.504147992799005,109.53939232927578,0.0435963273318562,0.46504963106487646,0.6486567497616569,0,0.04140345881520536,0.002192868516650839,0.9053537368774414,0.6337476158142089,,,0,0.155,2,cloud,0,0,0.0,0.8,0.3241221923714294,0.845,1.0,0.27388325255385787,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2132,Random,1,edge,0,0,0.3,0,0,1,35.500053059362656,23.02620755556107,0.029420007999261484,0.7441531797072916,0.7479390289842683,0,0.027784302390817535,0.00163570560844395,0.9415748500823975,0.6591023950576782,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2133,Random,1,edge,0,0,0.3,0,0,1,35.911774046721845,21.98959616475232,0.03160757651728579,0.7501446520719091,0.7584546738145158,1,0.029334137297821496,0.0022734392194642935,1.4528487205505372,1.0169941043853759,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2134,Random,1,edge,0,0,0.3,0,0,1,36.38425544175037,20.322719126918095,0.032570744531877686,0.7476935951954746,0.7639470100739634,1,0.02935305999095646,0.003217684540921228,1.7198877906799317,1.2039214534759521,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2135,Random,2,cloud,0,0,0.3,0,0,1,35.52791560738136,120.0,0.04313098374645405,0.469191463286629,0.636804291776755,0,0.04136646526519878,0.001764518481255273,0.5595916557312012,0.3917141590118408,,,0,0.155,2,cloud,0,0,0.0,0.8,0.29606596339484464,0.845,1.0,0.2501757390686437,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2136,Random,1,edge,0,0,0.3,0,0,1,36.72997770460598,26.550362978591618,0.032992865705161835,0.7454467930587431,0.7760389950693083,1,0.029840895354609157,0.0031519703505526746,2.3078038024902345,1.615462661743164,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2137,Random,0,terminal,0,0,0.3,0,0,1,35.493617147031884,38.84546975031236,0.05878532098809627,0.5468538812655851,0.4749516519469339,0,0.05878532098809627,0.0,0.6471757698059082,0.4530230388641357,,,0,0.155,0,terminal,0,0,0.0,0.8,0.9137131659154791,0.845,1.0,0.7720876251985799,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2138,Random,1,edge,0,0,0.3,0,0,1,35.8287303034723,20.29028879216203,0.03228744494904573,0.744936156209486,0.7532128990950199,1,0.0282468154026785,0.004040629546367228,1.1979920291900634,0.8385944204330443,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2139,Random,1,edge,0,0,0.3,0,0,1,36.52056454214936,25.966330475913416,0.03184639213844258,0.747795722565326,0.7710302227808945,1,0.029839742215480827,0.002006649922961751,2.064275760650635,1.4449930324554443,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2140,Random,2,cloud,0,0,0.3,0,0,1,35.934607703131235,120.0,0.04640107195178523,0.464709206498705,0.658909059414845,0,0.0421487501829027,0.004252321768882533,1.2044359970092773,0.8431051979064941,,,0,0.155,2,cloud,0,0,0.0,0.8,0.2994550641927603,0.845,1.0,0.2530395292428824,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2141,Random,2,cloud,0,0,0.3,0,0,1,36.179216230008414,105.0817642504104,0.04922189405245855,0.4644255193602288,0.6649950396184575,0,0.042573217428726925,0.006648676623731623,1.3819773292541504,0.9673841304779052,,,0,0.155,2,cloud,0,0,0.0,0.8,0.3442958584497416,0.845,1.0,0.29093000039003164,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2142,Random,2,cloud,0,0,0.3,0,0,1,36.46519789099384,120.0,0.04835254624271386,0.46615601090493364,0.6791758987950355,0,0.04408839430268824,0.004264151940025624,1.795663957595825,1.2569647703170774,,,0,0.155,2,cloud,0,0,0.0,0.8,0.3038766490916153,0.845,1.0,0.25677576848241496,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2143,Random,1,edge,0,0,0.3,0,0,1,36.524922717009126,22.165849075349193,0.031432596098687496,0.7454808355153603,0.7730046213927417,1,0.02964342645752548,0.001789169641162019,2.160271625518799,1.512190137863159,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
2144,Random,1,edge,0,0,0.3,0,1,1,36.25172629216915,21.172700409189012,0.037177695196103186,0.7453106232322745,0.7649806325489181,1,0.029084380461166764,0.008093314734936418,1.7701428318023682,1.2390999822616577,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
